"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene.Name"
611.99202948552,-2.87825650664017,0.327929984164145,-8.77704585012715,1.67824595619828e-18,2.97485878195707e-14,"ABCA3"
73.039822417603,-3.31907240927001,0.497633991528731,-6.66970598024027,2.56316405052746e-11,4.52629139682644e-07,"S1PR1"
264.324518319395,3.46169214461341,0.50420925343146,6.86558630381023,6.62187164289168e-12,1.17074690646325e-07,"H1-5"
155.598833692969,4.47922842123658,0.627971488501831,7.13285316809971,9.83094154594363e-13,1.7398800348011e-08,"KCNH7"
185.615217676023,4.50531749608038,0.615646590145648,7.31802558187567,2.5164589980133e-13,4.45614559368195e-09,"RALYL"
128.206818968357,3.3435071843344,0.421151556630556,7.93896432696176,2.03876394642881e-15,3.61268971307185e-11,"MANEAL"
144.103099929398,3.08276712770972,0.468868644143602,6.57490571445753,4.86840076289385e-11,8.59175366635506e-07,"SAPCD2"
450.052639554217,2.69752853582035,0.401698804578931,6.7153013777274,1.8767791176201e-11,3.31495495545238e-07,"SBK1"
114.745218164779,4.53035021523532,0.668780553553295,6.77404597242719,1.25229850059025e-11,2.21293668039302e-07,"SLC6A17"
375.885450470562,-2.88330654648057,0.378345069042315,-7.62083817764279,2.52033745241736e-14,4.46477779695735e-10,"NOTCH4"
258.058609737386,-4.03069015842801,0.361202710151888,-11.1590806080416,6.46567510773285e-29,1.14623488309888e-24,"AGER"
704.61881771162,-2.65789006603429,0.297263287427752,-8.94119852146313,3.84972085803016e-19,6.82440016503006e-15,"EMP2"
32.5908470701849,7.50345955742849,0.981453054686903,7.64525569674059,2.08530520749571e-14,3.69453523612015e-10,"PABPC1P11"
27.6156789564692,7.67956528698266,1.13678668380578,6.75550250225724,1.42341051225112e-11,2.5150240340965e-07,"HNRNPA1P42"
28.0426468193704,5.76622381658033,0.836714690246315,6.89150541253536,5.52050209868238e-12,9.76411206193953e-08,".8590"
377.443289003476,-2.68239970866629,0.386005081215643,-6.94913056641283,3.67544267836467e-12,6.5018580980271e-08,"SHANK3"
43.8613781263412,5.19110087047661,0.7715886781883,6.72780850370353,1.72237384987068e-11,3.04257340579656e-07,".10782"
